test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSG00000107185	ENSG00000107185	RGP1	9:35749286-35758575	human_15	human_16	OK	4.41311	5.44464	0.303040952999781	0.623228	0.2787	0.965244	no	-
ENSG00000224995	ENSG00000224995	LINC01526	6:81813285-81814157	human_15	human_16	OK	1.70194	0.500208	-1.7665801409747	-1.45607	0.15815	0.829123	no	-
ENSG00000248449	ENSG00000248449	PCDHGB8P	5:141330570-141512981	human_15	human_16	OK	1.6382	1.83295	0.162055932491229	0.0654661	0.9311	0.997009	no	-
ENSG00000119314	ENSG00000119314	PTBP3	9:112217715-112333667	human_15	human_16	OK	9.11479	10.4294	0.194374839647261	0.445235	0.3708	0.997009	no	-
ENSG00000196652	ENSG00000196652	ZKSCAN5	7:99472889-99534700	human_15	human_16	OK	12.5591	14.0369	0.160491273997415	0.445598	0.4365	0.997009	no	-
ENSG00000100568	ENSG00000100568	VTI1B	14:67619919-67695793	human_15	human_16	OK	111.597	128.452	0.202931108680827	0.387914	0.49995	0.997009	no	-
ENSG00000108468	ENSG00000108468	CBX1	17:48070051-48101478	human_15	human_16	OK	37.7058	34.5956	-0.124197897419173	-0.271898	0.6269	0.997009	no	-
ENSG00000235430	ENSG00000235430	ZSWIM5P1	17:15768716-15771426	human_15	human_16	OK	1.80687	1.82396	0.013581379647891	0.0251306	0.9588	0.997009	no	-
ENSG00000130349	ENSG00000130349	C6orf203	6:107028198-107051586	human_15	human_16	OK	24.9983	23.1991	-0.107761150639625	-0.308734	0.589	0.997009	no	-
ENSG00000113163	ENSG00000113163	COL4A3BP	5:75320154-75601144	human_15	human_16	OK	37.2688	39.1791	0.0721158900389717	0.120391	0.8249	0.997009	no	-
ENSG00000155760	ENSG00000155760	FZD7	2:202034586-202038445	human_15	human_16	OK	5.02935	5.37612	0.0961933845523283	0.262298	0.6433	0.997009	no	-
ENSG00000125266	ENSG00000125266	EFNB2	13:106489730-106535662	human_15	human_16	OK	2.96151	3.329	0.168755912852423	0.375795	0.5096	0.997009	no	-
ENSG00000107404	ENSG00000107404	DVL1	1:1331279-1349418	human_15	human_16	OK	1.98073	1.66759	-0.248267609085803	-0.318141	0.4908	0.997009	no	-
ENSG00000105829	ENSG00000105829	BET1	7:93962761-94011113	human_15	human_16	OK	28.6026	30.4258	0.0891489017660487	0.25676	0.65055	0.997009	no	-
ENSG00000285331	ENSG00000285331	AC090517.5	15:56630180-56918571	human_15	human_16	OK	6.56946	8.05276	0.293708548751538	0.647379	0.2618	0.954767	no	-
ENSG00000196220	ENSG00000196220	SRGAP3	3:8980590-9479240	human_15	human_16	OK	1.49137	1.23254	-0.275003758471964	-0.0903735	0.7155	0.997009	no	-
ENSG00000131238	ENSG00000131238	PPT1	1:40040232-40097727	human_15	human_16	OK	151.065	152.188	0.0106851634572843	0.0365348	0.94095	0.997009	no	-
ENSG00000088451	ENSG00000088451	TGDS	13:94574053-94596242	human_15	human_16	OK	8.02532	8.95911	0.158796502637011	0.348909	0.5304	0.997009	no	-
ENSG00000240057	ENSG00000240057	AC078785.1	3:112990446-113183301	human_15	human_16	OK	1.41859	0.85138	-0.736582577931399	-0.241328	0.5117	0.997009	no	-
ENSG00000099330	ENSG00000099330	OCEL1	19:17226212-17229219	human_15	human_16	OK	11.7291	11.5606	-0.020876040144705	-0.0451911	0.9339	0.997009	no	-
ENSG00000155792	ENSG00000155792	DEPTOR	8:119867418-120050918	human_15	human_16	OK	1.90546	2.29357	0.267455616325949	0.487222	0.34685	0.997009	no	-
ENSG00000101146	ENSG00000101146	RAE1	20:57351222-57379211	human_15	human_16	OK	56.1994	61.7888	0.136790627213424	0.490448	0.38735	0.997009	no	-
ENSG00000105053	ENSG00000105053	VRK3	19:49976467-50066793	human_15	human_16	OK	27.2087	30.6919	0.173789931502989	0.431619	0.41115	0.997009	no	-
ENSG00000121671	ENSG00000121671	CRY2	11:45847117-45883248	human_15	human_16	OK	12.0515	11.2184	-0.103345794509523	-0.225293	0.62435	0.997009	no	-
ENSG00000100577	ENSG00000100577	GSTZ1	14:77320995-77331597	human_15	human_16	OK	16.7174	16.9456	0.0195602323937239	0.0466748	0.9318	0.997009	no	-
ENSG00000213963	ENSG00000213963	AC019080.1	2:177227594-177392697	human_15	human_16	OK	1.48341	1.05185	-0.495988417195935	-0.172613	0.57465	0.997009	no	-
ENSG00000078114	ENSG00000078114	NEBL	10:20779972-21175048	human_15	human_16	OK	2.69682	1.36986	-0.977230774743558	-0.809699	0.0891	0.670319	no	-
ENSG00000181852	ENSG00000181852	RNF41	12:56202174-56221933	human_15	human_16	OK	41.3239	42.0392	0.0247587983191425	0.0777747	0.88885	0.997009	no	-
ENSG00000167553	ENSG00000167553	TUBA1C	12:49184794-49274603	human_15	human_16	OK	121.282	147.142	0.278843656594381	0.259998	0.63395	0.997009	no	-
ENSG00000205946	ENSG00000205946	USP17L6P	4:9367873-9369070	human_15	human_16	OK	1.4118	0.974473	-0.534841608407422	-0.766522	0.17745	0.862023	no	-
ENSG00000082258	ENSG00000082258	CCNT2	2:134735463-134959342	human_15	human_16	OK	30.567	28.0811	-0.122375515416831	-0.29585	0.5721	0.997009	no	-
ENSG00000116062	ENSG00000116062	MSH6	2:47695529-47907810	human_15	human_16	OK	48.0368	49.982	0.0572685829072122	0.189474	0.70125	0.997009	no	-
ENSG00000267182	ENSG00000267182	SNRPCP20	16:5239801-7713338	human_15	human_16	OK	2.98224	0.001	-11.5421806498881	-nan	0.1582	0.829123	no	-
ENSG00000263235	ENSG00000263235	AC006111.2	16:3611727-3717553	human_15	human_16	OK	3.40729	3.02341	-0.172448108886783	-0.0755558	0.8908	0.997009	no	-
ENSG00000186577	ENSG00000186577	SMIM29	6:34246380-34426125	human_15	human_16	OK	44.778	49.2276	0.136677313418753	0.174453	0.77285	0.997009	no	-
ENSG00000197943	ENSG00000197943	PLCG2	16:81738247-81962685	human_15	human_16	OK	2.87006	2.38473	-0.267254964439189	-0.296051	0.4954	0.997009	no	-
ENSG00000154222	ENSG00000154222	CC2D1B	1:52142093-52366193	human_15	human_16	OK	7.94511	8.39119	0.0788082277378201	0.138567	0.7696	0.997009	no	-
ENSG00000047315	ENSG00000047315	POLR2B	4:56977721-57205510	human_15	human_16	OK	75.8966	83.0588	0.130097770900067	0.221711	0.6819	0.997009	no	-
ENSG00000186281	ENSG00000186281	GPAT2	2:96010550-96039451	human_15	human_16	OK	1.13543	1.53031	0.430585168372438	0.348138	0.4557	0.997009	no	-
ENSG00000115159	ENSG00000115159	GPD2	2:156435289-156613735	human_15	human_16	OK	18.6178	17.698	-0.0730962700563907	-0.157588	0.7263	0.997009	no	-
ENSG00000044115	ENSG00000044115	CTNNA1	5:138610966-138935034	human_15	human_16	OK	198.787	215.802	0.118484822841176	0.418642	0.40615	0.997009	no	-
ENSG00000212694	ENSG00000212694	LINC01089	12:121712751-121803906	human_15	human_16	OK	9.2581	8.00453	-0.209899450909418	-0.284194	0.5928	0.997009	no	-
ENSG00000273320	ENSG00000273320	AC007032.1	7:106248297-106286326	human_15	human_16	OK	0.614083	1.47679	1.26595911917988	0.406721	0.6633	0.997009	no	-
ENSG00000237877	ENSG00000237877	LINC01473	2:186032890-186083233	human_15	human_16	OK	5.77641	4.31626	-0.420391374412141	-0.688184	0.2294	0.920458	no	-
ENSG00000088766	ENSG00000088766	CRLS1	20:5950651-6040053	human_15	human_16	OK	14.214	11.2182	-0.34147139543488	-0.530957	0.3818	0.997009	no	-
ENSG00000270552	ENSG00000270552	DUXAP3	10:42747543-42748687	human_15	human_16	OK	1.45992	1.10695	-0.399299256886163	-0.412059	0.48035	0.997009	no	-
ENSG00000285752	ENSG00000285752	AL031281.2	1:21977020-22101360	human_15	human_16	OK	1.64605	1.85337	0.171142765106936	0.10994	0.8438	0.997009	no	-
ENSG00000143457	ENSG00000143457	GOLPH3L	1:150646229-150697154	human_15	human_16	OK	16.2878	18.7917	0.206303835152622	0.421606	0.40235	0.997009	no	-
ENSG00000132612	ENSG00000132612	VPS4A	16:69105652-69408571	human_15	human_16	OK	18.5771	14.7528	-0.332536509677914	-0.517995	0.3665	0.997009	no	-
ENSG00000163481	ENSG00000163481	RNF25	2:218663891-218672002	human_15	human_16	OK	34.7273	38.1928	0.137230443536078	0.451548	0.41985	0.997009	no	-
ENSG00000240590	ENSG00000240590	RPSAP48	8:110105075-110105964	human_15	human_16	OK	1.10852	0.878352	-0.335763678143786	-0.388023	0.4969	0.997009	no	-
ENSG00000145868	ENSG00000145868	FBXO38	5:148383934-148442836	human_15	human_16	OK	37.1312	41.0092	0.143315659381142	0.357028	0.4935	0.997009	no	-
ENSG00000070669	ENSG00000070669	ASNS	7:97851676-97972985	human_15	human_16	OK	51.6338	67.2126	0.380415935526426	1.14977	0.04035	0.466681	no	-
ENSG00000198899	ENSG00000198899	MT-ATP6	MT:8365-9990	human_15	human_16	OK	737.594	765.941	0.054406346320142	0.142999	0.80405	0.997009	no	-
ENSG00000178585	ENSG00000178585	CTNNBIP1	1:9848275-9910336	human_15	human_16	OK	7.31357	4.21891	-0.793705494625228	-0.855568	0.12955	0.779366	no	-
ENSG00000213735	ENSG00000213735	ANAPC10P1	1:52142093-52366193	human_15	human_16	OK	1.20622	0.727588	-0.72929940729126	-0.199445	0.77405	0.997009	no	-
ENSG00000077312	ENSG00000077312	SNRPA	19:40691529-40765389	human_15	human_16	OK	58.3826	50.7017	-0.203504340179624	-0.439045	0.4214	0.997009	no	-
ENSG00000284981	ENSG00000284981	AC093668.3	7:102482444-102679295	human_15	human_16	OK	10.0889	7.91478	-0.350147730204424	-0.483657	0.4024	0.997009	no	-
ENSG00000132275	ENSG00000132275	RRP8	11:6595071-6603616	human_15	human_16	OK	21.4767	25.5835	0.252441315192757	0.521128	0.3617	0.997009	no	-
ENSG00000204160	ENSG00000204160	ZDHHC18	1:26826687-26857604	human_15	human_16	OK	1.08532	0.802618	-0.435335058897004	-0.402956	0.40335	0.997009	no	-
ENSG00000115310	ENSG00000115310	RTN4	2:54972186-55112621	human_15	human_16	OK	126.213	129.062	0.0322037711276107	0.107127	0.85175	0.997009	no	-
ENSG00000119669	ENSG00000119669	IRF2BPL	14:77024542-77031572	human_15	human_16	OK	4.97294	3.73487	-0.41304099684558	-1.0174	0.07845	0.635505	no	-
ENSG00000186063	ENSG00000186063	AIDA	1:222668012-222735196	human_15	human_16	OK	22.5777	23.1481	0.0359952560572629	0.107454	0.8444	0.997009	no	-
ENSG00000180376	ENSG00000180376	CCDC66	3:56557160-56683237	human_15	human_16	OK	14.7905	14.1638	-0.0624624468607578	-0.0754585	0.882	0.997009	no	-
ENSG00000241484	ENSG00000241484	ARHGAP8	22:44668546-44862788	human_15	human_16	OK	5.19501	5.37726	0.0497447039376418	0.0361896	0.94935	0.997009	no	-
ENSG00000074356	ENSG00000074356	NCBP3	17:3802157-3846246	human_15	human_16	OK	27.1385	26.6664	-0.0253179100197842	-0.0245628	0.9455	0.997009	no	-
ENSG00000007384	ENSG00000007384	RHBDF1	16:58058-76355	human_15	human_16	OK	14.1953	18.2931	0.36588624000095	1.01259	0.05155	0.526852	no	-
ENSG00000129559	ENSG00000129559	NEDD8	14:24171852-24232367	human_15	human_16	OK	362.917	391.286	0.108583854236436	0.246852	0.6679	0.997009	no	-
ENSG00000186051	ENSG00000186051	TAL2	9:105662456-105663112	human_15	human_16	OK	1.16832	1.03146	-0.179747604376268	-0.182259	0.75765	0.997009	no	-
ENSG00000254893	ENSG00000254893	AC113404.3	5:76081945-76353939	human_15	human_16	OK	1.09555	1.20174	0.133469469229856	0.0720251	0.9016	0.997009	no	-
ENSG00000256683	ENSG00000256683	ZNF350	19:51949133-51986856	human_15	human_16	OK	5.83462	5.7128	-0.0304406750927283	-0.0471825	0.92345	0.997009	no	-
ENSG00000267575	ENSG00000267575	AC006504.5	19:27684579-27984984	human_15	human_16	OK	17.6527	17.7012	0.00395830464967266	0.00601318	0.9914	0.997772	no	-
ENSG00000233892	ENSG00000233892	PAIP1P1	6:30184454-30213427	human_15	human_16	OK	1.55774	1.1426	-0.447134020436564	-0.21479	0.74655	0.997009	no	-
ENSG00000148229	ENSG00000148229	POLE3	9:113407234-113429684	human_15	human_16	OK	75.2572	82.7099	0.136230409922737	0.528208	0.3235	0.997009	no	-
ENSG00000143545	ENSG00000143545	RAB13	1:153959098-153986358	human_15	human_16	OK	49.0325	53.8346	0.134795382851514	0.216045	0.70865	0.997009	no	-
ENSG00000092470	ENSG00000092470	WDR76	15:43826979-43868412	human_15	human_16	OK	6.16492	5.66062	-0.123122095268489	-0.24472	0.6598	0.997009	no	-
ENSG00000264644	ENSG00000264644	KRT18P8	18:9678247-9679493	human_15	human_16	OK	0.93083	0.730114	-0.350395964560413	-0.454906	0.4201	0.997009	no	-
ENSG00000119688	ENSG00000119688	ABCD4	14:74285268-74303055	human_15	human_16	OK	82.6245	78.3539	-0.0765645507884355	-0.242165	0.675	0.997009	no	-
ENSG00000149328	ENSG00000149328	GLB1L2	11:134331873-134378341	human_15	human_16	OK	11.9587	12.5412	0.0686148321419837	0.135927	0.80415	0.997009	no	-
ENSG00000170989	ENSG00000170989	S1PR1	1:101236864-101243713	human_15	human_16	OK	4.00091	3.44097	-0.217512861759564	-0.390482	0.48875	0.997009	no	-
ENSG00000182118	ENSG00000182118	FAM89A	1:231018957-231040254	human_15	human_16	OK	1.98893	0.978343	-1.0235802442449	-1.46994	0.0185	0.304523	no	-
ENSG00000139168	ENSG00000139168	ZCRB1	12:42238446-42590355	human_15	human_16	OK	57.5946	55.9693	-0.0412978484005002	-0.0614753	0.91565	0.997009	no	-
ENSG00000124164	ENSG00000124164	VAPB	20:58389121-58451101	human_15	human_16	OK	28.2854	27.2044	-0.0562175633601631	-0.145904	0.802	0.997009	no	-
ENSG00000212961	ENSG00000212961	HNRNPA1P40	11:74330315-74486051	human_15	human_16	OK	1.19472	0.690816	-0.790299138616916	-0.282123	0.71545	0.997009	no	-
ENSG00000136834	ENSG00000136834	OR1J1	9:122403406-122639685	human_15	human_16	OK	1.0828	0.660674	-0.71275631718177	-0.520015	0.3744	0.997009	no	-
ENSG00000278311	ENSG00000278311	GGNBP2	17:36544911-36589848	human_15	human_16	OK	46.7448	49.8482	0.092735525198792	0.25284	0.6475	0.997009	no	-
ENSG00000233010	ENSG00000233010	RPEP4	22:29603555-29698598	human_15	human_16	OK	2.01474	1.17073	-0.783185280372166	-0.217641	0.734	0.997009	no	-
ENSG00000166974	ENSG00000166974	MAPRE2	18:34976927-35143470	human_15	human_16	OK	18.2577	18.5735	0.0247406687473984	0.0565537	0.91065	0.997009	no	-
ENSG00000140650	ENSG00000140650	PMM2	16:8674595-8869012	human_15	human_16	OK	13.7085	18.868	0.460870787594813	0.633214	0.1343	0.790416	no	-
ENSG00000130856	ENSG00000130856	ZNF236	18:76822606-76970727	human_15	human_16	OK	4.99177	5.21834	0.0640394834080446	0.0672452	0.89525	0.997009	no	-
ENSG00000162704	ENSG00000162704	ARPC5	1:183620845-183635783	human_15	human_16	OK	307.43	323.664	0.0742389539304656	0.267449	0.64075	0.997009	no	-
ENSG00000175305	ENSG00000175305	CCNE2	8:94813310-95116455	human_15	human_16	OK	2.61156	2.13346	-0.29171678781641	-0.183555	0.6334	0.997009	no	-
ENSG00000273391	ENSG00000273391	AC083880.1	7:139339456-139423457	human_15	human_16	OK	1.199	1.4785	0.3023025847061	0.0584427	0.86555	0.997009	no	-
ENSG00000196810	ENSG00000196810	CTBP1-DT	4:1210119-1288291	human_15	human_16	OK	2.21406	1.52687	-0.536117084870547	-0.384259	0.48675	0.997009	no	-
ENSG00000204764	ENSG00000204764	RANBP17	5:170861869-171300015	human_15	human_16	OK	20.9195	14.9881	-0.481030861518734	-0.735782	0.1047	0.720526	no	-
ENSG00000136982	ENSG00000136982	DSCC1	8:119833975-119855894	human_15	human_16	OK	2.56032	2.8652	0.16231171132753	0.301195	0.57745	0.997009	no	-
ENSG00000107566	ENSG00000107566	ERLIN1	10:100150093-100186033	human_15	human_16	OK	36.6249	42.2386	0.205737196876515	0.679384	0.2319	0.92452	no	-
ENSG00000145919	ENSG00000145919	BOD1	5:173607513-173616660	human_15	human_16	OK	19.6609	20.2824	0.0448990111883112	0.11633	0.83495	0.997009	no	-
ENSG00000184792	ENSG00000184792	OSBP2	22:30693781-30907824	human_15	human_16	OK	3.16403	5.6081	0.8257487958773	1.05289	0.0307	0.404423	no	-
ENSG00000151746	ENSG00000151746	BICD1	12:32104116-32383633	human_15	human_16	OK	37.2189	36.7432	-0.0185581397581762	-0.0506909	0.9172	0.997009	no	-
ENSG00000163125	ENSG00000163125	RPRD2	1:150363090-150476566	human_15	human_16	OK	23.7205	23.5511	-0.0103399752105743	-0.0356137	0.9515	0.997009	no	-
ENSG00000065613	ENSG00000065613	SLK	10:103967139-104029233	human_15	human_16	OK	3.20638	3.25702	0.0226071639775497	0.0460904	0.91885	0.997009	no	-
ENSG00000277694	ENSG00000277694	RF01979	7:27092992-27100265	human_15	human_16	OK	25.2686	0.108578	-7.86247010926842	-0.733241	0.3697	0.997009	no	-
ENSG00000178665	ENSG00000178665	ZNF713	7:55887276-56000181	human_15	human_16	OK	4.07936	2.89403	-0.495262952175309	-0.310876	0.48655	0.997009	no	-
ENSG00000014914	ENSG00000014914	MTMR11	1:149928650-149936879	human_15	human_16	OK	29.9982	34.1843	0.188457946797356	0.550951	0.31375	0.997009	no	-
ENSG00000225648	ENSG00000225648	SBDSP1	7:72829424-72836701	human_15	human_16	OK	33.104	39.2153	0.244411086876529	0.652581	0.2531	0.945794	no	-
ENSG00000113391	ENSG00000113391	FAM172A	5:93617724-94111699	human_15	human_16	OK	25.6315	27.4736	0.100128056053066	0.132111	0.79035	0.997009	no	-
ENSG00000066135	ENSG00000066135	KDM4A	1:43650148-43931165	human_15	human_16	OK	28.868	31.6193	0.131334269246107	0.360996	0.4448	0.997009	no	-
ENSG00000241213	ENSG00000241213	LINC02024	3:117672153-117997592	human_15	human_16	OK	1.64755	1.11482	-0.563511459037675	-0.279318	0.68495	0.997009	no	-
ENSG00000151718	ENSG00000151718	WWC2	4:183099256-183320777	human_15	human_16	OK	8.15569	8.25021	0.0166239028726569	0.0242945	0.9673	0.997009	no	-
ENSG00000229372	ENSG00000229372	SZT2-AS1	1:43389881-43456995	human_15	human_16	OK	0.885335	0.893248	0.0128373218259759	0.00398708	0.9164	0.997009	no	-
ENSG00000186594	ENSG00000186594	MIR22HG	17:1711492-1738599	human_15	human_16	OK	13.2589	24.5601	0.889355344959596	1.02574	0.07325	0.617525	no	-
ENSG00000163331	ENSG00000163331	DAPL1	2:158795316-158863285	human_15	human_16	OK	1.02574	0.762469	-0.42791450172761	-0.284613	0.5967	0.997009	no	-
ENSG00000069849	ENSG00000069849	ATP1B3	3:141876123-141926549	human_15	human_16	OK	145.644	187.065	0.361093385572748	1.52865	0.0067	0.16619	no	-
ENSG00000241743	ENSG00000241743	XACT	X:113616299-114059289	human_15	human_16	OK	2.02823	0.861997	-1.23446650888595	-1.95212	0.0014	0.0587674	no	-
ENSG00000141569	ENSG00000141569	TRIM65	17:75880334-75896951	human_15	human_16	OK	5.19214	3.45466	-0.587785553707288	-0.690566	0.16115	0.835679	no	-
ENSG00000135476	ENSG00000135476	ESPL1	12:53268298-53293643	human_15	human_16	OK	4.14277	5.07385	0.29248514272798	0.672273	0.20305	0.889905	no	-
ENSG00000198380	ENSG00000198380	GFPT1	2:69319768-69387254	human_15	human_16	OK	21.7657	30.0262	0.464165485586029	0.630454	0.25555	0.948268	no	-
ENSG00000152904	ENSG00000152904	GGPS1	1:235131182-235504452	human_15	human_16	OK	50.0193	57.0608	0.190015106114748	0.305261	0.57205	0.997009	no	-
ENSG00000011143	ENSG00000011143	MKS1	17:58205436-58268518	human_15	human_16	OK	33.8759	32.6836	-0.0516923751175236	-0.132766	0.81085	0.997009	no	-
ENSG00000115762	ENSG00000115762	PLEKHB2	2:131104846-131355769	human_15	human_16	OK	98.8516	116.305	0.234576897657251	0.93301	0.09305	0.683365	no	-
ENSG00000129595	ENSG00000129595	EPB41L4A	5:112142440-112419313	human_15	human_16	OK	0.962068	0.811445	-0.245645557076207	-0.113011	0.7208	0.997009	no	-
ENSG00000168918	ENSG00000168918	INPP5D	2:233059966-233207903	human_15	human_16	OK	2.01911	0.985488	-1.0348093008296	-0.888776	0.0355	0.436968	no	-
ENSG00000254409	ENSG00000254409	AC087521.3	11:43921058-44001157	human_15	human_16	OK	0.632565	0.862853	0.447901062176678	0.233822	0.6738	0.997009	no	-
ENSG00000125355	ENSG00000125355	TMEM255A	X:120258649-120311556	human_15	human_16	OK	1.94297	2.7874	0.520656422748199	0.671863	0.17175	0.854621	no	-
ENSG00000202189	ENSG00000202189	SNORA30B	9:20658308-20995955	human_15	human_16	OK	41.187	0.001	-15.3299014258152	-nan	0.16895	0.849372	no	-
ENSG00000136098	ENSG00000136098	NEK3	13:52033610-52159861	human_15	human_16	OK	7.09147	3.35072	-1.08161358256449	-1.50304	0.0227	0.344049	no	-
ENSG00000040933	ENSG00000040933	INPP4A	2:98444853-98594390	human_15	human_16	OK	11.4572	8.05579	-0.508156529616353	-1.26689	0.0183	0.303171	no	-
ENSG00000258457	ENSG00000258457	AL132780.2	14:22982697-23010166	human_15	human_16	OK	0.572775	0.856094	0.579800690279985	0.238589	0.7286	0.997009	no	-
ENSG00000223886	ENSG00000223886	AC073073.1	7:105530208-105530671	human_15	human_16	OK	0.825636	1.21075	0.552323220223246	0.400601	0.48235	0.997009	no	-
ENSG00000115944	ENSG00000115944	COX7A2L	2:42333545-42425088	human_15	human_16	OK	51.9625	59.8067	0.202836272264723	0.548088	0.33905	0.997009	no	-
ENSG00000164896	ENSG00000164896	FASTK	7:151076592-151080866	human_15	human_16	OK	75.4938	78.3615	0.0537868474122569	0.194097	0.72315	0.997009	no	-
ENSG00000278845	ENSG00000278845	MRPL45	17:38297022-38323217	human_15	human_16	OK	46.1202	46.6109	0.0152686005963496	0.0546163	0.9214	0.997009	no	-
ENSG00000004864	ENSG00000004864	SLC25A13	7:96120219-96322147	human_15	human_16	OK	52.6166	51.104	-0.0420818090225304	-0.143671	0.7657	0.997009	no	-
ENSG00000139613	ENSG00000139613	SMARCC2	12:56150795-56190284	human_15	human_16	OK	84.0112	83.7234	-0.00495077390382442	-0.0070663	0.99	0.997645	no	-
ENSG00000047188	ENSG00000047188	YTHDC2	5:113513693-113595285	human_15	human_16	OK	14.1769	14.2537	0.00779436583436544	0.0217383	0.9674	0.997009	no	-
ENSG00000092421	ENSG00000092421	SEMA6A	5:116443615-116591398	human_15	human_16	OK	18.5191	22.9641	0.310366255604295	0.754571	0.10495	0.720938	no	-
ENSG00000187266	ENSG00000187266	EPOR	19:11377206-11419342	human_15	human_16	OK	4.57895	4.66346	0.0263839314527019	0.0478647	0.93235	0.997009	no	-
ENSG00000113580	ENSG00000113580	NR3C1	5:143277930-143435512	human_15	human_16	OK	45.3387	37.876	-0.259459046125975	-0.882332	0.0923	0.680646	no	-
ENSG00000111652	ENSG00000111652	COPS7A	12:6724013-6731875	human_15	human_16	OK	87.1284	91.3528	0.0683058985358945	0.267229	0.6223	0.997009	no	-
ENSG00000158864	ENSG00000158864	NDUFS2	1:161184301-161214395	human_15	human_16	OK	214.521	223.452	0.0588460739042449	0.229332	0.6867	0.997009	no	-
ENSG00000168268	ENSG00000168268	NT5DC2	3:52495337-52770946	human_15	human_16	OK	3.45779	3.05852	-0.177016543211924	-0.0764905	0.84475	0.997009	no	-
ENSG00000166710	ENSG00000166710	B2M	15:44711486-44718877	human_15	human_16	OK	7285.17	8092.75	0.151667390556368	0.877303	0.12415	0.764601	no	-
ENSG00000078142	ENSG00000078142	PIK3C3	18:41955233-42087830	human_15	human_16	OK	19.2654	24.5096	0.347334798994008	0.694556	0.2046	0.891254	no	-
ENSG00000199731	ENSG00000199731	RNU6-1079P	5:32226993-32312987	human_15	human_16	OK	82.7224	189.272	1.1941110535319	22.2561	0.59885	0.997009	no	-
