test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSG00000122679	ENSG00000122679	RAMP3	7:45157790-45186302	human_15	human_16	OK	1.3057	4.09601	1.64939577880855	2.28756	5e-05	0.00403767	yes	up
ENSG00000104081	ENSG00000104081	BMF	15:40087889-40108892	human_15	human_16	OK	4.20534	1.53	-1.45869079357542	-1.52786	0.00035	0.0212932	yes	down
ENSG00000162745	ENSG00000162745	OLFML2B	1:161983191-162023854	human_15	human_16	OK	1.10438	2.55352	1.20925069226346	1.64755	0.0004	0.023387	yes	up
ENSG00000099812	ENSG00000099812	MISP	19:751111-764318	human_15	human_16	OK	0.323206	1.1022	1.76986014662434	1.8521	0.00035	0.0212932	yes	up
ENSG00000262655	ENSG00000262655	SPON1	11:13962722-14273691	human_15	human_16	OK	7.0288	1.64155	-2.09821971088983	-5.20335	5e-05	0.00403767	yes	down
ENSG00000100985	ENSG00000100985	MMP9	20:46008907-46060152	human_15	human_16	OK	1.22718	4.33246	1.81983955379474	3.51609	5e-05	0.00403767	yes	up
ENSG00000163536	ENSG00000163536	SERPINI1	3:167735242-167825568	human_15	human_16	OK	5.72551	18.4107	1.68506836881338	3.10111	5e-05	0.00403767	yes	up
ENSG00000165072	ENSG00000165072	MAMDC2	9:70033920-70258866	human_15	human_16	OK	31.7387	65.5192	1.04567470417329	3.86228	5e-05	0.00403767	yes	up
ENSG00000136235	ENSG00000136235	GPNMB	7:23235966-23275108	human_15	human_16	OK	2.34825	7.95186	1.75970634791829	2.5875	5e-05	0.00403767	yes	up
ENSG00000122877	ENSG00000122877	EGR2	10:62811995-62919900	human_15	human_16	OK	2.89924	8.22298	1.50398655486192	3.08948	5e-05	0.00403767	yes	up
ENSG00000117600	ENSG00000117600	PLPPR4	1:99263952-99309590	human_15	human_16	OK	1.91033	4.57926	1.26129260211298	3.20082	5e-05	0.00403767	yes	up
ENSG00000101335	ENSG00000101335	MYL9	20:36306335-36573391	human_15	human_16	OK	7.94684	38.1442	2.26301050244318	2.76539	0.0002	0.0135909	yes	up
ENSG00000091972	ENSG00000091972	CD200	3:112302477-112362812	human_15	human_16	OK	4.75335	2.33393	-1.02618334256955	-1.85841	0.00095	0.0451388	yes	down
ENSG00000007372	ENSG00000007372	PAX6	11:31509754-32105755	human_15	human_16	OK	0.724483	1.47073	1.02150867518318	0.320025	0.0008	0.0392545	yes	up
ENSG00000100292	ENSG00000100292	HMOX1	22:35380360-35394207	human_15	human_16	OK	6.31531	13.2007	1.06368897558895	2.52735	5e-05	0.00403767	yes	up
ENSG00000152137	ENSG00000152137	HSPB8	12:119178641-119221131	human_15	human_16	OK	2.88507	6.49791	1.17136943842478	2.28927	5e-05	0.00403767	yes	up
ENSG00000008517	ENSG00000008517	IL32	16:3065296-3087100	human_15	human_16	OK	4.45637	12.4119	1.47778305282544	2.34395	5e-05	0.00403767	yes	up
ENSG00000103485	ENSG00000103485	QPRT	16:29662978-29698699	human_15	human_16	OK	26.7488	53.9453	1.01202309893005	1.99613	0.00035	0.0212932	yes	up
ENSG00000163739	ENSG00000163739	CXCL1	4:73869392-73871242	human_15	human_16	OK	4.05336	15.7826	1.96114467273399	4.13058	5e-05	0.00403767	yes	up
ENSG00000100234	ENSG00000100234	TIMP3	22:32512551-33058372	human_15	human_16	OK	7.78855	17.5833	1.1747791873128	3.72688	5e-05	0.00403767	yes	up
ENSG00000121966	ENSG00000121966	CXCR4	2:136114348-136118165	human_15	human_16	OK	28.3498	12.9269	-1.13296221347356	-3.39338	5e-05	0.00403767	yes	down
ENSG00000162614	ENSG00000162614	NEXN	1:77881347-77943895	human_15	human_16	OK	1.61349	5.86919	1.86297677603336	2.81522	5e-05	0.00403767	yes	up
ENSG00000154589	ENSG00000154589	LY96	8:73991351-74029087	human_15	human_16	OK	1.38424	6.99236	2.33668536394726	2.33177	0.0004	0.023387	yes	up
ENSG00000075461	ENSG00000075461	CACNG4	17:66964706-67033398	human_15	human_16	OK	1.45751	0.51854	-1.4909785943634	-2.65898	5e-05	0.00403767	yes	down
ENSG00000158406	ENSG00000158406	HIST1H4H	6:26277608-26285638	human_15	human_16	OK	6.84746	34.3923	2.32844476150208	4.00367	5e-05	0.00403767	yes	up
ENSG00000187837	ENSG00000187837	HIST1H1C	6:26055786-26056428	human_15	human_16	OK	19.4356	46.4805	1.25792394211408	3.13927	5e-05	0.00403767	yes	up
ENSG00000138131	ENSG00000138131	LOXL4	10:98247689-98268194	human_15	human_16	OK	5.06543	18.2744	1.85106739073567	5.64701	5e-05	0.00403767	yes	up
ENSG00000165061	ENSG00000165061	ZMAT4	8:40530589-40897833	human_15	human_16	OK	3.11154	10.7764	1.79217460923679	2.25711	5e-05	0.00403767	yes	up
ENSG00000123496	ENSG00000123496	IL13RA2	X:115003974-115019977	human_15	human_16	OK	1.23045	4.05604	1.72088584573749	2.62869	5e-05	0.00403767	yes	up
ENSG00000168386	ENSG00000168386	FILIP1L	3:99817836-100181732	human_15	human_16	OK	16.5583	46.1416	1.47851346910707	4.66116	5e-05	0.00403767	yes	up
ENSG00000134817	ENSG00000134817	APLNR	11:57233576-57237314	human_15	human_16	OK	6.1851	1.77674	-1.79956434129854	-3.83411	5e-05	0.00403767	yes	down
ENSG00000128965	ENSG00000128965	CHAC1	15:40952961-40956512	human_15	human_16	OK	14.5981	32.9163	1.17302156793642	3.28107	5e-05	0.00403767	yes	up
ENSG00000182836	ENSG00000182836	PLCXD3	5:41306951-41510628	human_15	human_16	OK	2.89558	1.21598	-1.25173285656365	-3.20313	5e-05	0.00403767	yes	down
ENSG00000197903	ENSG00000197903	HIST1H2BK	6:27146417-27146798	human_15	human_16	OK	57.5035	122.376	1.08959897419593	2.73866	5e-05	0.00403767	yes	up
ENSG00000241316	ENSG00000241316	SUCLG2-AS1	3:67654696-67947713	human_15	human_16	OK	1.72369	3.9886	1.21038211505301	1.95785	0.0007	0.0357099	yes	up
ENSG00000102359	ENSG00000102359	SRPX2	X:100644194-100732123	human_15	human_16	OK	0.471593	3.84467	3.02724556326983	1.60737	0.0001	0.0074107	yes	up
ENSG00000204248	ENSG00000204248	COL11A2	6:33162680-33192499	human_15	human_16	OK	9.16614	3.70703	-1.30605053048591	-2.30492	0.0001	0.0074107	yes	down
ENSG00000138772	ENSG00000138772	ANXA3	4:78551746-78610451	human_15	human_16	OK	4.44576	13.3485	1.58617565913831	3.02183	5e-05	0.00403767	yes	up
ENSG00000143631	ENSG00000143631	FLG	1:152122533-152445456	human_15	human_16	OK	0.352281	1.95322	2.47105588422638	5.07543	5e-05	0.00403767	yes	up
ENSG00000077274	ENSG00000077274	CAPN6	X:111245098-111270483	human_15	human_16	OK	7.65432	2.91873	-1.39093345715175	-3.65076	5e-05	0.00403767	yes	down
ENSG00000138316	ENSG00000138316	ADAMTS14	10:70672505-70762441	human_15	human_16	OK	0.831972	1.97498	1.24723116322068	2.65371	5e-05	0.00403767	yes	up
ENSG00000106819	ENSG00000106819	ASPN	9:92325952-92670131	human_15	human_16	OK	25.8445	61.6915	1.25521443366183	3.66413	5e-05	0.00403767	yes	up
ENSG00000127863	ENSG00000127863	TNFRSF19	13:23570369-23676104	human_15	human_16	OK	4.95626	10.6476	1.10320450265117	2.7665	5e-05	0.00403767	yes	up
ENSG00000143786	ENSG00000143786	CNIH3	1:224385142-224740554	human_15	human_16	OK	9.55926	23.1594	1.27662703137454	2.54127	5e-05	0.00403767	yes	up
ENSG00000122786	ENSG00000122786	CALD1	7:134744251-134970729	human_15	human_16	OK	221.272	467.537	1.07925963920785	3.05452	5e-05	0.00403767	yes	up
ENSG00000184678	ENSG00000184678	HIST2H2BE	1:149884458-149886652	human_15	human_16	OK	12.0125	25.0879	1.062455283017	3.3194	5e-05	0.00403767	yes	up
ENSG00000277734	ENSG00000277734	TRAC	14:22547505-22552156	human_15	human_16	OK	1.26793	5.26197	2.05312792407822	3.23103	5e-05	0.00403767	yes	up
ENSG00000049759	ENSG00000049759	NEDD4L	18:58044225-58401540	human_15	human_16	OK	44.5455	17.2819	-1.36601785917083	-2.43295	5e-05	0.00403767	yes	down
ENSG00000180596	ENSG00000180596	HIST1H2BC	6:26114872-26123926	human_15	human_16	OK	5.49537	21.502	1.96818233240487	3.7754	5e-05	0.00403767	yes	up
ENSG00000276966	ENSG00000276966	HIST1H4E	6:26204551-26206038	human_15	human_16	OK	1.7813	4.26983	1.2612481208956	2.3695	0.00025	0.0163116	yes	up
ENSG00000182667	ENSG00000182667	NTM	11:131370477-132336822	human_15	human_16	OK	8.03411	23.9269	1.57442337208831	2.93143	5e-05	0.00403767	yes	up
ENSG00000118971	ENSG00000118971	CCND2	12:4248764-4405490	human_15	human_16	OK	9.65102	23.4167	1.2787844467163	1.50517	0.00075	0.0374127	yes	up
ENSG00000167767	ENSG00000167767	KRT80	12:52164114-52223804	human_15	human_16	OK	0.650581	1.59539	1.29410854547695	2.44584	5e-05	0.00403767	yes	up
ENSG00000018236	ENSG00000018236	CNTN1	12:40692438-41072415	human_15	human_16	OK	27.609	68.0506	1.30146924762979	2.88631	5e-05	0.00403767	yes	up
ENSG00000186847	ENSG00000186847	KRT14	17:41582278-41586895	human_15	human_16	OK	16.7482	42.7277	1.35116560856408	3.8083	5e-05	0.00403767	yes	up
ENSG00000172456	ENSG00000172456	FGGY	1:59296637-59810647	human_15	human_16	OK	16.2373	32.5795	1.00465270723777	2.02064	0.0004	0.023387	yes	up
ENSG00000228626	ENSG00000228626	AC245100.3	1:148288000-148288951	human_15	human_16	OK	0.001	4.44778	12.1188697146393	-nan	5e-05	0.00403767	yes	up
ENSG00000137558	ENSG00000137558	PI15	8:74599774-74866939	human_15	human_16	OK	3.6233	8.14529	1.16866180230374	2.29777	5e-05	0.00403767	yes	up
ENSG00000137752	ENSG00000137752	CASP1	11:105025442-105035250	human_15	human_16	OK	1.63654	5.60601	1.77632545296003	1.68207	5e-05	0.00403767	yes	up
ENSG00000120217	ENSG00000120217	CD274	9:5450502-5470566	human_15	human_16	OK	2.96492	9.04798	1.60960256210147	2.24636	0.0002	0.0135909	yes	up
ENSG00000134013	ENSG00000134013	LOXL2	8:23297188-23457695	human_15	human_16	OK	3.99095	11.2408	1.49394060533258	1.91648	5e-05	0.00403767	yes	up
ENSG00000130513	ENSG00000130513	GDF15	19:18374730-18389176	human_15	human_16	OK	3.67406	8.39506	1.19216544935492	1.77735	0.00065	0.0342257	yes	up
ENSG00000119681	ENSG00000119681	LTBP2	14:74498182-74612378	human_15	human_16	OK	4.32153	10.3607	1.26150739759118	2.83479	5e-05	0.00403767	yes	up
ENSG00000198774	ENSG00000198774	RASSF9	12:85800702-85836409	human_15	human_16	OK	7.849	3.45037	-1.18575778207901	-3.5339	5e-05	0.00403767	yes	down
ENSG00000184828	ENSG00000184828	ZBTB7C	18:48026671-48410752	human_15	human_16	OK	2.44368	0.897566	-1.44496544406327	-0.798843	5e-05	0.00403767	yes	down
ENSG00000029559	ENSG00000029559	IBSP	4:87799553-87812435	human_15	human_16	OK	0.443304	2.11613	2.25505997377954	3.09252	0.0001	0.0074107	yes	up
ENSG00000165078	ENSG00000165078	CPA6	8:67422037-67746385	human_15	human_16	OK	0.836138	3.60326	2.1074897799042	2.79201	5e-05	0.00403767	yes	up
ENSG00000118276	ENSG00000118276	B4GALT6	18:31622246-31686823	human_15	human_16	OK	0.48461	1.71339	1.82195749306617	1.40813	0.0008	0.0392545	yes	up
ENSG00000161638	ENSG00000161638	ITGA5	12:54353660-54497688	human_15	human_16	OK	27.7334	56.0371	1.01475780051269	3.30992	5e-05	0.00403767	yes	up
ENSG00000140937	ENSG00000140937	CDH11	16:64943752-65126112	human_15	human_16	OK	8.23439	19.2391	1.224307626988	1.93832	0.0005	0.0277046	yes	up
ENSG00000101336	ENSG00000101336	HCK	20:32052187-32101856	human_15	human_16	OK	0.614786	1.77252	1.52764568877421	1.98469	5e-05	0.00403767	yes	up
ENSG00000064042	ENSG00000064042	LIMCH1	4:41359606-41700044	human_15	human_16	OK	14.5343	33.2779	1.19510280499868	2.27662	5e-05	0.00403767	yes	up
ENSG00000154188	ENSG00000154188	ANGPT1	8:107249481-107498055	human_15	human_16	OK	6.17677	15.5069	1.3279857883865	2.70711	5e-05	0.00403767	yes	up
ENSG00000185686	ENSG00000185686	PRAME	22:22547700-22566602	human_15	human_16	OK	1.80016	4.44698	1.30470077586303	1.84394	0.0001	0.0074107	yes	up
ENSG00000123500	ENSG00000123500	COL10A1	6:116100850-116249497	human_15	human_16	OK	0.451866	4.43357	3.29450194117296	1.4151	0.0007	0.0357099	yes	up
ENSG00000174343	ENSG00000174343	CHRNA9	4:40335332-40355217	human_15	human_16	OK	2.97658	8.10371	1.44492687721024	3.22175	5e-05	0.00403767	yes	up
ENSG00000173482	ENSG00000173482	PTPRM	18:7566781-8406953	human_15	human_16	OK	9.54802	23.611	1.30618565201337	1.86035	0.0009	0.0435677	yes	up
ENSG00000012124	ENSG00000012124	CD22	19:35319260-35347361	human_15	human_16	OK	1.40711	0.528279	-1.41336314829231	-0.588721	0.0001	0.0074107	yes	down
ENSG00000226499	ENSG00000226499	AL136380.1	1:44843920-44844082	human_15	human_16	OK	20.037	0.001	-14.2903788996039	-nan	0.0001	0.0074107	yes	down
ENSG00000175899	ENSG00000175899	A2M	12:9065176-9116229	human_15	human_16	OK	2.45451	6.99417	1.5107178180991	1.84077	5e-05	0.00403767	yes	up
ENSG00000106511	ENSG00000106511	MEOX2	7:15611211-15686683	human_15	human_16	OK	3.44448	1.59457	-1.11111876937939	-2.2725	5e-05	0.00403767	yes	down
ENSG00000128294	ENSG00000128294	TPST2	22:26521995-26596717	human_15	human_16	OK	36.3401	79.3192	1.12610773730419	3.79408	5e-05	0.00403767	yes	up
ENSG00000237125	ENSG00000237125	HAND2-AS1	4:173524968-173659696	human_15	human_16	OK	1.39094	0.637743	-1.12501312499554	-0.529291	0.00025	0.0163116	yes	down
ENSG00000151012	ENSG00000151012	SLC7A11	4:138027421-138242349	human_15	human_16	OK	10.8331	28.7437	1.40779963936897	2.37186	0.0001	0.0074107	yes	up
ENSG00000149571	ENSG00000149571	KIRREL3	11:126355639-127006058	human_15	human_16	OK	23.4918	11.562	-1.02276628299134	-2.34645	5e-05	0.00403767	yes	down
ENSG00000085276	ENSG00000085276	MECOM	3:169083498-169663775	human_15	human_16	OK	2.82983	7.68427	1.4411928246632	1.93762	0.0001	0.0074107	yes	up
ENSG00000140092	ENSG00000140092	FBLN5	14:91869411-91947987	human_15	human_16	OK	11.3671	45.384	1.99731953153734	4.77825	5e-05	0.00403767	yes	up
ENSG00000186832	ENSG00000186832	KRT16	17:41609777-41615899	human_15	human_16	OK	13.2234	33.1623	1.32645089944096	3.43596	5e-05	0.00403767	yes	up
ENSG00000115414	ENSG00000115414	FN1	2:215360439-215436073	human_15	human_16	OK	85.7102	264.94	1.62812686619655	6.05346	5e-05	0.00403767	yes	up
ENSG00000078081	ENSG00000078081	LAMP3	3:183122214-183163839	human_15	human_16	OK	0.280845	1.25502	2.15986433178918	1.45924	0.0005	0.0277046	yes	up
ENSG00000181458	ENSG00000181458	TMEM45A	3:100492618-100577444	human_15	human_16	OK	6.5519	25.9026	1.98311167440379	4.27049	5e-05	0.00403767	yes	up
ENSG00000151892	ENSG00000151892	GFRA1	10:116056924-116273467	human_15	human_16	OK	7.06086	15.4559	1.1302418480868	2.22927	0.0001	0.0074107	yes	up
ENSG00000197614	ENSG00000197614	MFAP5	12:8634366-8662888	human_15	human_16	OK	6.83608	24.7249	1.85472350048031	2.84506	5e-05	0.00403767	yes	up
ENSG00000197837	ENSG00000197837	HIST4H4	12:14767998-14771131	human_15	human_16	OK	1.12904	4.19822	1.89468117110185	1.84666	0.0007	0.0357099	yes	up
ENSG00000133636	ENSG00000133636	NTS	12:85874294-85882992	human_15	human_16	OK	116.539	29.7524	-1.96973488202556	-6.80816	5e-05	0.00403767	yes	down
ENSG00000148677	ENSG00000148677	ANKRD1	10:90912095-90921276	human_15	human_16	OK	0.359219	1.32209	1.87988482526663	2.56531	5e-05	0.00403767	yes	up
ENSG00000102109	ENSG00000102109	PCSK1N	X:48831095-48835610	human_15	human_16	OK	17.1422	6.31151	-1.44149516446502	-2.97311	5e-05	0.00403767	yes	down
ENSG00000006327	ENSG00000006327	TNFRSF12A	16:3014711-3022383	human_15	human_16	OK	36.5181	88.2992	1.27378866166141	2.34046	5e-05	0.00403767	yes	up
ENSG00000144810	ENSG00000144810	COL8A1	3:99638474-99799226	human_15	human_16	OK	6.5814	15.0655	1.19478214166781	2.883	5e-05	0.00403767	yes	up
ENSG00000049323	ENSG00000049323	LTBP1	2:32946952-33399509	human_15	human_16	OK	28.6341	13.4793	-1.08698868157077	-2.44068	5e-05	0.00403767	yes	down
ENSG00000127824	ENSG00000127824	TUBA4A	2:219229756-219278170	human_15	human_16	OK	28.1489	61.0277	1.1163856735185	2.16976	0.0002	0.0135909	yes	up
ENSG00000149294	ENSG00000149294	NCAM1	11:112959278-113278436	human_15	human_16	OK	8.17999	3.65026	-1.16409985182947	-1.77505	5e-05	0.00403767	yes	down
ENSG00000138135	ENSG00000138135	CH25H	10:89205628-89207314	human_15	human_16	OK	0.352754	1.94112	2.46015496093979	3.30025	5e-05	0.00403767	yes	up
ENSG00000278828	ENSG00000278828	HIST1H3H	6:27810063-27811300	human_15	human_16	OK	7.65177	21.0448	1.45959838470398	3.66545	5e-05	0.00403767	yes	up
ENSG00000107984	ENSG00000107984	DKK1	10:50990887-52318042	human_15	human_16	OK	49.7403	106.688	1.10091080049077	2.35835	5e-05	0.00403767	yes	up
ENSG00000150687	ENSG00000150687	PRSS23	11:86791058-86955395	human_15	human_16	OK	88.4636	178.463	1.01246913863443	2.8223	5e-05	0.00403767	yes	up
ENSG00000162496	ENSG00000162496	DHRS3	1:12567909-12618210	human_15	human_16	OK	1.43275	3.62917	1.34085274182905	2.10692	0.00015	0.010719	yes	up
ENSG00000115232	ENSG00000115232	ITGA4	2:181457201-181680876	human_15	human_16	OK	18.471	41.0973	1.15378164082033	2.8806	5e-05	0.00403767	yes	up
ENSG00000197646	ENSG00000197646	PDCD1LG2	9:5510569-5571254	human_15	human_16	OK	0.437199	1.30209	1.57446716425337	2.4104	0.0003	0.0190898	yes	up
ENSG00000156076	ENSG00000156076	WIF1	12:65017467-65121305	human_15	human_16	OK	0.254723	1.27875	2.32773310242362	1.36558	0.00075	0.0374127	yes	up
ENSG00000105664	ENSG00000105664	COMP	19:18782772-18791305	human_15	human_16	OK	1.2272	5.30907	2.11308877554378	4.0195	5e-05	0.00403767	yes	up
ENSG00000174469	ENSG00000174469	CNTNAP2	7:146116001-148420998	human_15	human_16	OK	12.1041	4.31779	-1.48713082850253	-1.8323	5e-05	0.00403767	yes	down
ENSG00000058085	ENSG00000058085	LAMC2	1:183186237-183244900	human_15	human_16	OK	3.13569	11.3255	1.85271989984335	3.14534	5e-05	0.00403767	yes	up
ENSG00000078401	ENSG00000078401	EDN1	6:12290360-12297194	human_15	human_16	OK	0.56152	1.55767	1.4719803097757	2.33534	0.0003	0.0190898	yes	up
ENSG00000102195	ENSG00000102195	GPR50	X:151175191-151181465	human_15	human_16	OK	42.3679	19.4579	-1.12261560689832	-3.79668	5e-05	0.00403767	yes	down
ENSG00000179348	ENSG00000179348	GATA2	3:128479426-128502348	human_15	human_16	OK	4.98486	11.5368	1.21061822226727	2.52102	5e-05	0.00403767	yes	up
ENSG00000187955	ENSG00000187955	COL14A1	8:120059779-120373573	human_15	human_16	OK	1.31618	6.24406	2.24612759574209	3.8734	5e-05	0.00403767	yes	up
ENSG00000137745	ENSG00000137745	MMP13	11:102942994-102955732	human_15	human_16	OK	0.403567	2.13736	2.4049498105576	2.47753	0.00055	0.0295654	yes	up
ENSG00000176170	ENSG00000176170	SPHK1	17:76309485-76387860	human_15	human_16	OK	112.096	49.9165	-1.16714611309221	-2.92978	5e-05	0.00403767	yes	down
ENSG00000128422	ENSG00000128422	KRT17	17:41619440-41624842	human_15	human_16	OK	11.48	41.9367	1.86909069817752	5.25206	5e-05	0.00403767	yes	up
ENSG00000107796	ENSG00000107796	ACTA2	10:88879733-89017059	human_15	human_16	OK	23.4924	181.882	2.95273676063414	9.70215	5e-05	0.00403767	yes	up
ENSG00000168685	ENSG00000168685	IL7R	5:35852694-35879603	human_15	human_16	OK	6.05212	15.5497	1.36137424837655	2.35122	5e-05	0.00403767	yes	up
ENSG00000230897	ENSG00000230897	RPS18P12	17:14705075-14705534	human_15	human_16	OK	1.0304	0.001	-10.0089887832273	-nan	5e-05	0.00403767	yes	down
ENSG00000111728	ENSG00000111728	ST8SIA1	12:22046217-22437041	human_15	human_16	OK	0.243206	1.52858	2.65194133305186	0.686261	0.00025	0.0163116	yes	up
ENSG00000183762	ENSG00000183762	KREMEN1	22:29073077-29168333	human_15	human_16	OK	4.25618	2.01651	-1.07769860560945	-1.73678	0.0001	0.0074107	yes	down
ENSG00000120820	ENSG00000120820	GLT8D2	12:103988983-104064183	human_15	human_16	OK	2.3799	8.42446	1.82368325903551	2.60638	5e-05	0.00403767	yes	up
ENSG00000176046	ENSG00000176046	NUPR1	16:28532707-28539174	human_15	human_16	OK	18.0777	47.3434	1.38895218056999	2.41431	0.0001	0.0074107	yes	up
ENSG00000168528	ENSG00000168528	SERINC2	1:31409564-31434680	human_15	human_16	OK	6.55155	13.8671	1.08175793866996	2.8228	5e-05	0.00403767	yes	up
ENSG00000145708	ENSG00000145708	CRHBP	5:76953044-76981158	human_15	human_16	OK	1.7314	4.97471	1.52267336181344	2.0044	0.00015	0.010719	yes	up
ENSG00000128165	ENSG00000128165	ADM2	22:50481542-50486440	human_15	human_16	OK	0.404432	1.0441	1.36829083678806	2.29799	0.0001	0.0074107	yes	up
ENSG00000170954	ENSG00000170954	ZNF415	19:53107878-53159075	human_15	human_16	OK	0.524688	1.71413	1.70794482793676	0.746488	0.0002	0.0135909	yes	up
ENSG00000109625	ENSG00000109625	CPZ	4:8558724-8619761	human_15	human_16	OK	0.787589	4.60358	2.54724135074096	2.57968	5e-05	0.00403767	yes	up
ENSG00000180573	ENSG00000180573	HIST1H2AC	6:26124144-26139116	human_15	human_16	OK	19.1289	53.0193	1.47076370835564	4.85526	5e-05	0.00403767	yes	up
ENSG00000163017	ENSG00000163017	ACTG2	2:73892313-73919865	human_15	human_16	OK	36.7687	190.291	2.37165725514416	8.98097	5e-05	0.00403767	yes	up
ENSG00000106366	ENSG00000106366	SERPINE1	7:101127088-101139266	human_15	human_16	OK	2.57479	10.6418	2.04721551921973	5.32909	5e-05	0.00403767	yes	up
ENSG00000138449	ENSG00000138449	SLC40A1	2:189560578-189583758	human_15	human_16	OK	1.63819	3.80587	1.21612359036768	1.60639	0.0002	0.0135909	yes	up
ENSG00000122861	ENSG00000122861	PLAU	10:73909176-73922777	human_15	human_16	OK	16.2859	48.32	1.56899700575147	5.19045	5e-05	0.00403767	yes	up
ENSG00000102048	ENSG00000102048	ASB9	X:15235287-15270467	human_15	human_16	OK	0.21763	1.70793	2.97229949793896	1.15287	5e-05	0.00403767	yes	up
ENSG00000152270	ENSG00000152270	PDE3B	11:14643803-14872044	human_15	human_16	OK	5.9732	2.89108	-1.04689549754447	-2.43907	5e-05	0.00403767	yes	down
ENSG00000261325	ENSG00000261325	LINC02192	16:47724567-47908431	human_15	human_16	OK	6.13983	2.36331	-1.37738982785955	-2.5334	5e-05	0.00403767	yes	down
ENSG00000133110	ENSG00000133110	POSTN	13:37562582-37598844	human_15	human_16	OK	2.36592	7.83208	1.7269942093259	3.44622	5e-05	0.00403767	yes	up
ENSG00000135842	ENSG00000135842	FAM129A	1:184790723-184974508	human_15	human_16	OK	2.28436	7.08827	1.63364353098333	3.32172	5e-05	0.00403767	yes	up
ENSG00000188042	ENSG00000188042	ARL4C	2:234493040-234497081	human_15	human_16	OK	1.40753	3.58278	1.34791378568488	3.08661	5e-05	0.00403767	yes	up
ENSG00000101938	ENSG00000101938	CHRDL1	X:110673855-110795819	human_15	human_16	OK	10.1212	3.1356	-1.69056691484434	-3.68354	5e-05	0.00403767	yes	down
ENSG00000124875	ENSG00000124875	CXCL6	4:73836639-73849064	human_15	human_16	OK	1.24082	5.16816	2.05835688925025	2.44438	5e-05	0.00403767	yes	up
ENSG00000214429	ENSG00000214429	CYCSP6	2:78412792-78413094	human_15	human_16	OK	0.001	2.29898	11.1667782000325	-nan	0.00055	0.0295654	yes	up
ENSG00000118785	ENSG00000118785	SPP1	4:87975649-87983426	human_15	human_16	OK	94.9692	294.955	1.63496325976403	2.37121	0.0002	0.0135909	yes	up
