test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	regulation
ENSMUSG00000001039	ENSMUSG00000001039	B9d1	11:61505143-61512931	mouse_13	mouse_14	OK	27.5168	13.0443	-1.07689317857256	-2.9486	5e-05	0.000176968	yes	down
ENSMUSG00000042750	ENSMUSG00000042750	Bex2	X:136066563-136068236	mouse_13	mouse_14	OK	6.48521	1.18189	-2.45605752337081	-3.90302	5e-05	0.000176968	yes	down
ENSMUSG00000035310	ENSMUSG00000035310	Lin54	5:100441917-100500639	mouse_13	mouse_14	OK	3.05102	6.57482	1.10765976095028	2.52851	5e-05	0.000176968	yes	up
ENSMUSG00000044349	ENSMUSG00000044349	Snhg11	2:158375637-158386145	mouse_13	mouse_14	OK	0.628045	2.38375	1.92429310018278	1.63387	0.0091	0.0202797	yes	up
ENSMUSG00000034610	ENSMUSG00000034610	Tut4	4:108459425-108559421	mouse_13	mouse_14	OK	1.6446	6.27181	1.93114512070281	2.51936	5e-05	0.000176968	yes	up
ENSMUSG00000054252	ENSMUSG00000054252	Fgfr3	5:33720042-33737068	mouse_13	mouse_14	OK	0.321092	0.945129	1.55752453441931	0.945218	0.0014	0.00377398	yes	up
ENSMUSG00000074578	ENSMUSG00000074578	Zfas1	2:167035792-167065862	mouse_13	mouse_14	OK	33.1386	14.5899	-1.18354265961324	-1.73593	0.00945	0.020968	yes	down
ENSMUSG00000025373	ENSMUSG00000025373	Rnf41	10:128411656-128441441	mouse_13	mouse_14	OK	10.6342	25.066	1.23702028621556	4.34846	5e-05	0.000176968	yes	up
ENSMUSG00000048387	ENSMUSG00000048387	Osr1	12:9565235-9581500	mouse_13	mouse_14	OK	4.2523	19.2981	2.18214352574194	6.24141	5e-05	0.000176968	yes	up
ENSMUSG00000038175	ENSMUSG00000038175	Mylip	13:45389741-45412022	mouse_13	mouse_14	OK	1.24206	5.21976	2.0712486071762	5.03026	5e-05	0.000176968	yes	up
ENSMUSG00000059070	ENSMUSG00000059070	Rpl18	7:45705087-45720836	mouse_13	mouse_14	OK	960.185	310.324	-1.62953712131986	-5.9325	5e-05	0.000176968	yes	down
ENSMUSG00000036743	ENSMUSG00000036743	Psma8	18:14706150-14762301	mouse_13	mouse_14	OK	1.13846	0.203702	-2.48255155276462	-1.32164	0.00205	0.00533796	yes	down
ENSMUSG00000115456	ENSMUSG00000115456	Gm35248	15:38312292-38343139	mouse_13	mouse_14	OK	49.4958	6.00319	-3.04350487464392	-6.43299	5e-05	0.000176968	yes	down
ENSMUSG00000054452	ENSMUSG00000054452	Aes	10:81559487-81566362	mouse_13	mouse_14	OK	190.443	64.2204	-1.56825570448974	-5.80592	5e-05	0.000176968	yes	down
ENSMUSG00000031778	ENSMUSG00000031778	Cx3cl1	8:94772008-94782427	mouse_13	mouse_14	OK	1.74953	4.89343	1.4838786588233	2.26593	5e-05	0.000176968	yes	up
ENSMUSG00000093752	ENSMUSG00000093752	Gm20716	2:168180985-168230591	mouse_13	mouse_14	OK	2.16799	4.36515	1.00967312797305	1.66305	0.00805	0.018146	yes	up
ENSMUSG00000032352	ENSMUSG00000032352	Lrrc1	9:77430822-77544870	mouse_13	mouse_14	OK	3.27254	1.55495	-1.07354263552474	-1.42347	0.00095	0.00266817	yes	down
ENSMUSG00000004980	ENSMUSG00000004980	Hnrnpa2b1	6:51460931-51469894	mouse_13	mouse_14	OK	764.058	340.285	-1.1669386003715	-5.08547	5e-05	0.000176968	yes	down
ENSMUSG00000037185	ENSMUSG00000037185	Krt80	15:101322887-101430313	mouse_13	mouse_14	OK	39.8359	9.75489	-2.02987166000518	-6.32017	5e-05	0.000176968	yes	down
ENSMUSG00000070713	ENSMUSG00000070713	Gm10282	8:72304109-72305260	mouse_13	mouse_14	OK	4.84306	2.246	-1.10856094866091	-2.23229	0.00025	0.000789936	yes	down
ENSMUSG00000031731	ENSMUSG00000031731	Ap1g1	8:109778553-109868455	mouse_13	mouse_14	OK	11.3163	26.7706	1.24224714513296	3.37835	5e-05	0.000176968	yes	up
ENSMUSG00000005621	ENSMUSG00000005621	Zfp592	7:80993680-81045164	mouse_13	mouse_14	OK	1.24382	3.76959	1.59962989681431	1.90239	0.0005	0.00148851	yes	up
ENSMUSG00000028631	ENSMUSG00000028631	Kcnq4	4:120696137-120748612	mouse_13	mouse_14	OK	0.960462	2.47221	1.36400085615831	3.13553	5e-05	0.000176968	yes	up
ENSMUSG00000031979	ENSMUSG00000031979	Cog2	8:124520766-124552008	mouse_13	mouse_14	OK	11.1332	22.4719	1.01325378550562	3.42188	5e-05	0.000176968	yes	up
ENSMUSG00000028028	ENSMUSG00000028028	Alpk1	3:127670309-127780527	mouse_13	mouse_14	OK	1.38438	3.07267	1.15025282774226	1.57299	0.0098	0.0216441	yes	up
ENSMUSG00000031750	ENSMUSG00000031750	Il34	8:110741828-110807477	mouse_13	mouse_14	OK	0.53238	2.58002	2.27685396985008	2.44944	5e-05	0.000176968	yes	up
ENSMUSG00000071267	ENSMUSG00000071267	Zfp942	17:21926959-21962464	mouse_13	mouse_14	OK	0.838884	1.94081	1.2101156538472	2.51456	5e-05	0.000176968	yes	up
ENSMUSG00000036158	ENSMUSG00000036158	Prickle1	15:93499113-93595891	mouse_13	mouse_14	OK	1.80887	9.29155	2.36083055655566	6.78964	5e-05	0.000176968	yes	up
ENSMUSG00000026193	ENSMUSG00000026193	Fn1	1:71585519-71662843	mouse_13	mouse_14	OK	352.732	895.416	1.34398563406467	5.04196	5e-05	0.000176968	yes	up
ENSMUSG00000053173	ENSMUSG00000053173	Rpl18-ps2	6:128313356-128313923	mouse_13	mouse_14	OK	4.39986	1.46752	-1.58407745394253	-1.92951	0.00345	0.00852602	yes	down
ENSMUSG00000099083	ENSMUSG00000099083	Atf7	15:102523838-102625464	mouse_13	mouse_14	OK	6.47917	18.4404	1.50898903358668	1.97225	5e-05	0.000176968	yes	up
ENSMUSG00000047213	ENSMUSG00000047213	Ythdf3	3:16183211-16217037	mouse_13	mouse_14	OK	19.5461	39.3144	1.00817705897905	4.01277	5e-05	0.000176968	yes	up
ENSMUSG00000108456	ENSMUSG00000108456	4732496C06Rik	7:116546864-116549364	mouse_13	mouse_14	OK	0.294568	1.19172	2.01637268913885	2.86755	5e-05	0.000176968	yes	up
ENSMUSG00000031392	ENSMUSG00000031392	Irak1	X:74013913-74023936	mouse_13	mouse_14	OK	83.7198	37.1415	-1.1725367838499	-3.34687	5e-05	0.000176968	yes	down
ENSMUSG00000005374	ENSMUSG00000005374	Tbl2	5:135149656-135165760	mouse_13	mouse_14	OK	6.43333	16.335	1.34432885551435	2.60516	5e-05	0.000176968	yes	up
ENSMUSG00000028718	ENSMUSG00000028718	Stil	4:115000158-115043196	mouse_13	mouse_14	OK	1.56884	6.09213	1.95724850298116	3.92755	5e-05	0.000176968	yes	up
ENSMUSG00000028803	ENSMUSG00000028803	Nipal3	4:135445419-135537803	mouse_13	mouse_14	OK	1.62619	0.800263	-1.02294971500197	-1.08012	0.0245	0.0486626	yes	down
ENSMUSG00000026121	ENSMUSG00000026121	Sema4c	1:36548638-36683183	mouse_13	mouse_14	OK	0.830759	4.41583	2.41018271001177	3.30147	5e-05	0.000176968	yes	up
ENSMUSG00000026812	ENSMUSG00000026812	Tsc1	2:28641227-28691167	mouse_13	mouse_14	OK	2.74124	5.96004	1.12049336919214	1.67246	0.0048	0.0114371	yes	up
ENSMUSG00000035235	ENSMUSG00000035235	Trim13	14:61598246-61682373	mouse_13	mouse_14	OK	3.50315	9.24929	1.40068986113326	3.19077	5e-05	0.000176968	yes	up
ENSMUSG00000093674	ENSMUSG00000093674	Rpl41	10:128548113-128549305	mouse_13	mouse_14	OK	2950.46	935.579	-1.65700851511026	-7.3109	5e-05	0.000176968	yes	down
ENSMUSG00000020653	ENSMUSG00000020653	Klf11	12:24651273-24662789	mouse_13	mouse_14	OK	1.98473	6.19836	1.64294379048769	3.71888	5e-05	0.000176968	yes	up
ENSMUSG00000048911	ENSMUSG00000048911	Rnf24	2:131262494-131352892	mouse_13	mouse_14	OK	1.42299	5.75955	2.01703057329083	3.0101	5e-05	0.000176968	yes	up
ENSMUSG00000028278	ENSMUSG00000028278	Rragd	4:32983036-33022180	mouse_13	mouse_14	OK	7.00219	1.93137	-1.85818163549653	-2.83946	5e-05	0.000176968	yes	down
ENSMUSG00000032966	ENSMUSG00000032966	Fkbp1a	2:151542482-151561692	mouse_13	mouse_14	OK	914.817	398.854	-1.19762242913909	-5.04354	5e-05	0.000176968	yes	down
ENSMUSG00000035890	ENSMUSG00000035890	Rnf126	10:79755075-79766952	mouse_13	mouse_14	OK	17.0792	8.21233	-1.05637689360605	-3.16142	5e-05	0.000176968	yes	down
ENSMUSG00000079065	ENSMUSG00000079065	BC005561	5:104508351-104522611	mouse_13	mouse_14	OK	0.317579	0.997545	1.6512664068311	3.24539	5e-05	0.000176968	yes	up
ENSMUSG00000111593	ENSMUSG00000111593	Gm48742	9:41327076-41737398	mouse_13	mouse_14	OK	0.381434	2.96629	2.95915429764091	2.22565	0.00195	0.00510277	yes	up
ENSMUSG00000022354	ENSMUSG00000022354	Ndufb9	15:58889228-58939488	mouse_13	mouse_14	OK	587.418	252.518	-1.2180012444449	-4.79412	5e-05	0.000176968	yes	down
ENSMUSG00000015377	ENSMUSG00000015377	Dennd6b	15:89182212-89196496	mouse_13	mouse_14	OK	1.19608	3.65083	1.60991060394827	3.3629	5e-05	0.000176968	yes	up
ENSMUSG00000043866	ENSMUSG00000043866	Taf10	7:105731729-105744361	mouse_13	mouse_14	OK	114.935	26.1303	-2.13702260096751	-1.86193	0.00705	0.0161176	yes	down
ENSMUSG00000021278	ENSMUSG00000021278	Amn	12:111271094-111276426	mouse_13	mouse_14	OK	1.93591	0.680731	-1.50785516798453	-1.8291	0.00045	0.00134938	yes	down
ENSMUSG00000104496	ENSMUSG00000104496	Gm5837	1:139862956-139936477	mouse_13	mouse_14	OK	7.76152	3.60181	-1.10761713521345	-2.71098	5e-05	0.000176968	yes	down
ENSMUSG00000028766	ENSMUSG00000028766	Alpl	4:137741732-137796384	mouse_13	mouse_14	OK	7.96093	2.0315	-1.97039161243303	-4.2971	5e-05	0.000176968	yes	down
ENSMUSG00000032333	ENSMUSG00000032333	Stoml1	9:58253163-58262520	mouse_13	mouse_14	OK	13.7765	34.1979	1.31169832633165	3.74282	5e-05	0.000176968	yes	up
ENSMUSG00000045409	ENSMUSG00000045409	Trim39	17:36258872-36272247	mouse_13	mouse_14	OK	1.90416	5.17426	1.44219784100979	3.24631	5e-05	0.000176968	yes	up
ENSMUSG00000046330	ENSMUSG00000046330	Rpl37a	1:72711289-72713813	mouse_13	mouse_14	OK	1362.84	438.257	-1.63676715742089	-7.24607	5e-05	0.000176968	yes	down
ENSMUSG00000031669	ENSMUSG00000031669	Gins3	8:95633452-95645060	mouse_13	mouse_14	OK	1.62503	3.80927	1.22904819708415	2.42008	0.0003	0.000933076	yes	up
ENSMUSG00000053475	ENSMUSG00000053475	Tnfaip6	2:52038008-52056686	mouse_13	mouse_14	OK	1.46103	9.52319	2.70445911466562	6.0588	5e-05	0.000176968	yes	up
ENSMUSG00000028699	ENSMUSG00000028699	Tspan1	4:116161868-116167601	mouse_13	mouse_14	OK	2.63367	0.866205	-1.60429418138188	-2.23247	0.0002	0.000643925	yes	down
ENSMUSG00000040606	ENSMUSG00000040606	Kazn	4:142102389-142239401	mouse_13	mouse_14	OK	10.4265	4.48074	-1.21844603073536	-2.71835	5e-05	0.000176968	yes	down
ENSMUSG00000006378	ENSMUSG00000006378	Gcat	15:79030873-79043558	mouse_13	mouse_14	OK	120.384	30.2893	-1.99076351681761	-5.72158	5e-05	0.000176968	yes	down
ENSMUSG00000074500	ENSMUSG00000074500	Zfp558	9:18455574-18478268	mouse_13	mouse_14	OK	0.568013	2.24543	1.98299589372968	1.71973	0.00105	0.00292059	yes	up
ENSMUSG00000091971	ENSMUSG00000091971	Hspa1a	17:34969189-34972156	mouse_13	mouse_14	OK	0.567588	3.99604	2.81565503121341	5.70204	5e-05	0.000176968	yes	up
ENSMUSG00000000563	ENSMUSG00000000563	Atp5f1	3:105942697-105987423	mouse_13	mouse_14	OK	380.576	144.588	-1.39623676321366	-5.4634	5e-05	0.000176968	yes	down
ENSMUSG00000043671	ENSMUSG00000043671	Dpy19l3	7:35685164-35754454	mouse_13	mouse_14	OK	6.6193	14.0459	1.08539850578681	1.40138	0.00905	0.02018	yes	up
ENSMUSG00000034729	ENSMUSG00000034729	Mrps10	17:47368886-47381417	mouse_13	mouse_14	OK	167.148	81.0789	-1.04372767161118	-4.02267	5e-05	0.000176968	yes	down
ENSMUSG00000029093	ENSMUSG00000029093	Sorcs2	5:36017179-36398139	mouse_13	mouse_14	OK	8.53841	19.7228	1.20782503717598	3.59484	5e-05	0.000176968	yes	up
ENSMUSG00000029027	ENSMUSG00000029027	Dffb	4:153964448-153975126	mouse_13	mouse_14	OK	1.08071	3.36915	1.64040522182647	2.04268	0.00025	0.000789936	yes	up
ENSMUSG00000096544	ENSMUSG00000096544	Gm4617	3:124385666-124385997	mouse_13	mouse_14	OK	7.12424	2.19011	-1.70173278634469	-1.51759	0.01365	0.0290721	yes	down
ENSMUSG00000020941	ENSMUSG00000020941	Map3k14	11:103219761-103267745	mouse_13	mouse_14	OK	0.610478	2.66875	2.12815295435506	3.42421	5e-05	0.000176968	yes	up
ENSMUSG00000050379	ENSMUSG00000050379	Sept6	X:36910833-36991794	mouse_13	mouse_14	OK	20.1454	9.77195	-1.04373206449873	-2.63394	5e-05	0.000176968	yes	down
ENSMUSG00000025646	ENSMUSG00000025646	Atrip	9:109057932-109074124	mouse_13	mouse_14	OK	5.19883	10.5311	1.01839725191759	2.28401	0.0001	0.000337677	yes	up
ENSMUSG00000024810	ENSMUSG00000024810	Il33	19:29925113-29960718	mouse_13	mouse_14	OK	5.81578	2.68023	-1.11761588710362	-2.44986	0.0001	0.000337677	yes	down
ENSMUSG00000032855	ENSMUSG00000032855	Pkd1	17:24549833-24632630	mouse_13	mouse_14	OK	3.60657	9.63355	1.41744010930004	0.818799	0.00215	0.00556329	yes	up
ENSMUSG00000081552	ENSMUSG00000081552	Gm12328	11:73771923-73772120	mouse_13	mouse_14	OK	16047.5	6526.62	-1.29794061229759	-6.09279	5e-05	0.000176968	yes	down
ENSMUSG00000060377	ENSMUSG00000060377	Rpl36a-ps1	14:98993869-98994318	mouse_13	mouse_14	OK	8.52721	1.83084	-2.21956806913098	-2.51451	0.00075	0.00214828	yes	down
ENSMUSG00000097148	ENSMUSG00000097148	Gm3839	14:11280734-11356726	mouse_13	mouse_14	OK	2.43939	0.873859	-1.48104800887014	-2.65809	5e-05	0.000176968	yes	down
